0,1,2,3,4,5,6,7,8,9
Veronika Ölmek İstiyor,Paulo Coelho,CAN YAYINLARI,"“Paulo Coelho’nun ustalığı, herkese seslenebilmesinden kaynaklanıyor. Sevecen, ama etkili bir öğretmen. Kitapları tüm dünyada 100 milyon satmış olan Coelho’nun şaşırtıcı çekiciliğinin nedeni de bu olsa gerek.”Veronika, her istediğine sahip görünen, renkli bir yaşam süren, yakışıklı erkeklerle gezip tozan genç bir kadın olmasına karşın, mutlu değildir. Yaşamında bir şeylerin eksikliğini hissetmektedir. Başarısız bir intihar girişiminin ardından, kendine geldiği zaman bir akıl hastanesindedir. Üstelik çok kısa bir ömrü kaldığını öğrenir. Zaten ölmek isteyen Veronika bu süreçte, başka dünyaların insanlarını tanırken kendisini de keşfetmeye başlar…Paulo Coelho’nun ülkemize yakın bir coğrafyada, Bosna ve Slovenya’da geçen Veronika Ölmek İstiyor adlı romanı, var oluşumuzun her dakikasına yaşam ile ölüm arasında bir seçim olarak yaklaşıyor. Toplumun alışılmış kalıplarının dışına çıkan, farklı düşünceleri yüzünden önyargıları göğüslemek zorunda kalan insanları anlatıyor.","Çevirmen:
 Haldun Pamir


Yayın Tarihi:
06.08.2019


ISBN:
9789750730153


Dil:
TÜRKÇE


Sayfa Sayısı:
198


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
15 x 23 cm",5,1.957,"




                    Okuyacağım                


                    3.032                






                    Okuyorum                


                    266                






                    Okudum                


                    5.530                


",69.168," 40,07"
Yapraklar Evi,Mark Z. Danielewski,MONOKL YAYINLARI,"""Bu şeytani derecede parlak kitabı elden bırakmak ya da sonuna varmadanokumaktan vazgeçmek imkansız.”− Jonathan Lethem -“Eğlenceli, dokunaklı, cezbedici, enfes bir dille yazılmış, biçimle içeriğin başarıyla iç içe geçtiği bir anlatı.”- The New York Times Book Review -“Pynchon'ı akla getiren şen şakrak bir tuhaflık, Nabokov'u akla getiren bir dilbilimsel takıntı ve Borges'i akla getiren bir gerçekdışılık. Yapraklar Evi, edebi türlerin sınırlarını ortadan kaldıran bir coşkuyla, postmodern bir şevkle ve piyasadaki bütün kitapları iyice gölgede bırakacak türden, takıntılı derecede geniş bir hayal gücüyle, enerjisi hiç dinmeyen kıpır kıpır bir kitap.”- San Francisco Examiner and Chronicle -“Yılın en iddialı, karmaşık ve heyecanla beklenen ilk romanlarından bir tanesi. Yapraklar Evi, daha önce okuduğunuz diğer romanlara hiç benzemiyor.”- Newsweek -“Bir göstergebilimci tarafından yazılmış bir aşk hikâyesi. Güftecilere özgü bir yüreği olan Danielewski hem yürek sızısına kulak veriyor, hem de bunu yaparken Derrida'nın gösterge teorisine.”- Time Out New York -""Elinize alın ve hafızanıza kazıyın. Her sayfada açılan sizin zihninizden başka bir şey değil. Her şey sizin zihninizde olup bitiyor.”- The Village Voice -“Melville'in Moby-Dick'i, Joyce'un Ulysses'i, Nabokov'un Solgun Ateşi neyi ifade ediyorsa, çok katmanlı Danielewski'nin Yapraklar Evi de aynı şeyi ifade ediyor.”- San Diego Union-Tribune -","Çevirmen:
 Gökhan Sarı


Yayın Tarihi:
28.02.2023


ISBN:
9786055159719


Dil:
TÜRKÇE


Sayfa Sayısı:
800


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
13.5 x 21 cm",5,27,"




                    Okuyacağım                


                    38                






                    Okuyorum                


                    5                






                    Okudum                


                    14                


",859," 390,00"
Nietzsche Ağladığında,Irvin D. Yalom,AYRINTI YAYINLARI,"Yoğun ve sürükleyici olan yeni bir düşünce romanı sunuyoruz: Nietzsche Ağladığında. Edebiyatla da düşünülebileceğini gösteren müthiş bir örnek...SAHNE Psikanalizin doğumu arifesindeki 19. yüzyıl Viyana’sı. Entelektüel ortamlar. Hava soğuk.AKTÖRLER Nietzche: Henüz iki kitabı yayımlanmış, kimsenin tanımadığı bir filozof. Yalnızlığı seçmiş. Acılarıyla barışmış. İhaneti tatmış. Tek sahip olduğu şey, valizi ve kafasında tasarladığı kitaplar. Karısı, toplumsal görevleri ve vatanı yok. İnzivayı seviyor. Tanrı’yı öldürmüş. “Ümit kötülüklerin en kötüsüdür çünkü işkenceyi uzatır” diyor. Daha sonra, “Kendi alevlerinizde yanmaya hazır olmalısınız: Önce kül olmadan kendinizi nasıl yenebilirsiniz?” diyecek. Ümitsiz.Breuer: Efsanevi bir teşhis dehası. Ümitsizlerin kapısını çaldığı doktor. Psikanalizin ilk kurucularından. Kırkında, bütün Avrupalı sanatçı ve düşünürlerin doktoru olmayı başarmış. Güzel bir karısı ve beş çocuğu var. Zengin. Saygın. Hayatı boyunca “ama” pozisyonunda yaşamış biri.Freud: Breuer’in arkadaşı. Henüz genç. Geleceği parlak. Şimdi yoksul.Salomé: Erkeklerin başını döndüren kadın. Çekici. Özgür. Evliliğe inanmıyor. Bazen aynı anda birçok erkekle beraber oluyor. Sanatçıları ve düşünürleri tercih ediyor. Kırbacı var.KONU Ümitsizlik. Bir gün, erkeklerin başını döndüren kadın, Salomé, Nietzsche’den habersiz Breuer’e gelir. “Avrupa’nın kültürel geleceği tehlikede, Nietzsche ümitsiz. Ona yardım edin” der. Breuer, Salomé’yi tekrar görebilmek umuduyla “peki” der. Ve varoluşun kader, inanç, hakikat, huzur, mutluluk, acı, özgürlük, irade... ve neden, nasıl gibi en önemli duraklarından geçen bir yolculuk başlar...Kendisiyle ve hayatla yüzleşmekten çekinmeyenlere...","Çevirmen:
 Aysun Babacan


Yayın Tarihi:
20.06.2022


ISBN:
9789755391465


Dil:
TÜRKÇE


Sayfa Sayısı:
432


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
13 x 19.5 cm",5,1.456,"




                    Okuyacağım                


                    1.757                






                    Okuyorum                


                    182                






                    Okudum                


                    3.069                


",31.794," 87,84"
Simyacı (Ciltsiz),Paulo Coelho,CAN YAYINLARI,"Simyacı, Brezilyalı eski şarkı sözü yazarı Paulo Coelho'nun, yayınlandığı 1988 yılından bu yana dünyayı birbirine katan, eleştirmenler tarafından bir `fenomen' olarak değerlendirilen üçüncü romanı. Simyacı, altı yılda kırk iki ülkede yedi milyondan fazla sattı. Bu, Gabriel Garcia Marquez'den bu yana görülmemiş bir olay. Yüreğinde, çocukluğunu yitirmemiş olan okurlar için bir `klasik' kimliği kazanan Simyacı'yı Saint-Exupery'nin Küçük Prens'i ve Richard Bach'ın Martı Jonathan Livingston'u ile karşılaştıranlar var (Publishers Weekly). Simyacı, İspanya'dan kalkıp Mısır Piramitlerinin eteklerinde hazinesini aramaya giden Endülüslü çoban Santiago'nun masalsı yaşamının felsefi öyküsü. Sanki bir `nasihatnâme': `Yazgına nasıl egemen olacaksın, mutluluğunu nasıl kuracaksın?' sorularına yanıt arayan bir hayat ve ahlak kılavuzu. Mistik bir peri masalına benzeyen romanın altı yılda, yedi milyondan fazla okur bulmasının gizi, kuşkusuz, onun bu kılavuzluk niteliğinden kaynaklanıyor. Simyacı'yı okumak, herkes daha uykudayken, güneşin doğuşunu seyretmek için şafak vakti uyanmaya benziyor.","Çevirmen:
 Özdemir İnce


Kapak:
 Ayşe Çelen Design


Yayın Tarihi:
28.09.2021


ISBN:
9789750726439


Dil:
TÜRKÇE


Sayfa Sayısı:
184


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
12 x 19.5 cm",5,7.649,"




                    Okuyacağım                


                    5.652                






                    Okuyorum                


                    716                






                    Okudum                


                    22.763                


",191.385," 42,14"
Bin Dokuz Yüz Seksen Dört - 1984,George Orwell,KAPRA YAYINCILIK,"Geçmişi kontrol eden, geleceği de kontrol eder: Şimdiyi kontrol eden, geçmişi de kontrol eder. Her şey 1984 yılında geçer. Birbiriyle mütemadiyen savaşan üç büyük gücün elinde bölünmüş bir dünya, mutlak güce sahip bir Parti, kapanması yasak tele-ekranlarla her hareketi denetleyen Düşünce Polisi, her şeyi izleyen Büyük Birader ve diğer tüm düşünce biçimlerini imkânsız hâle getirmek için oluşturulan “Yenidil”. Gerçek Bakanlığı’nın altındaki Arşiv Bölümü’nün gözlerden ırak odalarında, Parti’nin ihtiyaçları-na göre geçmişi yeniden yazan Winston Smith’in oyununda arka plan bu kâbustur işte. Herkesi dilediği gibi kontrol eden bu totaliter dünyaya karşı içinde isyan tohumları büyüyen Winston, hakikat ve özgürlüğe duyduğu özlemin yanında aşka da kayıtsız kalamayacaktır.Yirminci yüzyılın en çok okunan ve en etkili kitaplarının başında gelen George Orwell’in distopik başyapıtı Bin Dokuz Yüz Seksen Dört, dönemler değişse de varlığını sürdüren tota¬liter dünya düzenine tutulmuş bir ayna olmayı sürdürüyor. ","Çevirmen:
 Selen Birce Yılmaz


Editor:
 Selçuk Uzman


Yayın Tarihi:
05.01.2021


ISBN:
9786257300117


Dil:
TÜRKÇE


Sayfa Sayısı:
296


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
12.5 x 19.5 cm",5,216,"




                    Okuyacağım                


                    551                






                    Okuyorum                


                    81                






                    Okudum                


                    1.051                


",18.793," 12,90"
Beyaz Zambaklar Ülkesinde,Grigory Petrov,KAPRA YAYINCILIK,"Kutsal kitaplarda şöyle bir hikâye geçer: Bir zamanlar güçlü, zalim bir hükümdarın sarayının duvarlarında ateşle yazılmış kelimeler varmış: “Mane tekel fares!” Bu kelimeleri hiç kimse anlayamamış. Hâkim Danyal, kelimeleri şöyle yorumlamış: “Bu ateşten yazılar, ilginç bir olayın geleceğini haber veriyor. Bunların anlamı şudur: Devlet, artık yaşama gücünü yitirmiştir. Kaçınılması imkânsız bir sona, yani yıkılmaya mahkûmdur. Tarih onlar hakkındaki kararını verdi: Mane tekel fares!” Atatürk’ün okullarda okutulmasını tavsiye ettiği Beyaz Zambaklar Ülkesi’nde bir milletin bütün olumsuz koşullara rağmen nasıl ayağa kalkabileceğini adeta kalplere dokunarak gösteriyor.","Çevirmen:
 Giray Özay


Yayın Tarihi:
28.11.2020


ISBN:
9786257784658


Dil:
TÜRKÇE


Sayfa Sayısı:
104


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
12.5 x 19.5 cm",5,133,"




                    Okuyacağım                


                    371                






                    Okuyorum                


                    45                






                    Okudum                


                    722                


",18.618," 7,90"
Surname  Bir Osmanlı Macerası,Prof. Dr. İskender Pala,KAPI YAYINLARI,"Osmanlı sultanı, şehzadeleri için bir sünnet düğünü tertiplemiştir. İstanbul’da eski saraylarla birlikte Atmeydanı, Okmeydanı ve Divanyolu gibi mekânlar seyirlik alan olarak belirlenir. On beş gün sürecek düğünün dillere destan olması istenmektedir. Her vilayetten ve her ülkeden insanlar davet edilir. Bu sırada üzücü bir hadise:Sadrazam şehit olur… Sultan düğün neşesini siyasete boğdurmamak adına yeni sadrazam ataması yapmaz. Mühr-i Hümayûnunu kime vereceğini düğünden sonra açıklayacağını söyler. Bu durumda on beş günlük düğün süreci devletlular ve davetliler için acımasız ve ölümcül bir iktidar mücadelesine dönüşüverir.Sarayda bunlar olurken sokaktan birkaç öksüz ve yetim delikanlının kaderleri iktidar yarışındaki devletlularla kesişir. Gençler, önce kalpazanlık yapmak, sonra da el altından düğün hediyelerini çalmak zorundadırlar. Üstelik içlerinden biri de zihinsel engellidir.Ve İstanbul bütün görkemiyle eğlenmeye başladığında yukarıdakilerle aşağıdakilerin mücadelesi de başlar.Nefes nefese bir Osmanlı mâcerası…İskender Pala’nın her zamanki yetkin kaleminden…","Yayın Tarihi:
11.11.2022


ISBN:
9786258096439


Dil:
TÜRKÇE


Sayfa Sayısı:
408


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
13.5 x 19.5 cm",5,87,"




                    Okuyacağım                


                    429                






                    Okuyorum                


                    49                






                    Okudum                


                    227                


",5.786," 57,04"
Kürk Mantolu Madonna,Sabahattin Ali,YAPI KREDİ YAYINLARI,"""Her gün, daima öğleden sonra oraya gidiyor, koridorlardaki resimlere bakıyormuş gibi ağır ağır, fakat büyük bir sabırsızlıkla asıl hedefine varmak isteyen adımlarımı zorla zapt ederek geziniyor, rastgele gözüme çarpmış gibi önünde durduğum ""Kürk Mantolu Madonna""yı seyre dalıyor, ta kapılar kapanıncaya kadar orada bekliyordum."" Kimi tutkular rehberimiz olur yaşam boyunca. Kollarıyla bizi sarar. Sorgulamadan peşlerinden gideriz ve hiç pişman olmayacağımızı biliriz. Yapıtlarında insanların görünmeyen yüzlerini ortaya çıkaran Sabahattin Ali, bu kitabında güçlü bir tutkunun resmini çiziyor. Düzenin sildiği kişiliklere, yaşamın uçuculuğuna ve aşkın olanaksızlığına (?) dair, yanıtlanması zor sorular soruyor.","Kapak:
 Nahide Dikel


Yayın Tarihi:
13.06.2022


ISBN:
9789753638029


Dil:
TÜRKÇE


Sayfa Sayısı:
160


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
13.5 x 21 cm",5,12.290,"




                    Okuyacağım                


                    5.711                






                    Okuyorum                


                    1.110                






                    Okudum                


                    32.485                


",212.900," 12,87"
Semerkant,Amin Maalouf,YAPI KREDİ YAYINLARI,"""Titanic'te Rubaiyat! Doğu'nun çiçeği Batı'nın Çiçekliğinde! Ey Hayyam! Yaşadığımız şu güzel anı görebilseydim!""Amin Maalouf, ""Afrikalı Leo""dan (YKY, 1993) sonra bu kez Doğu'ya, İran'a bakıyor. Ömer Hayyam'ın Rubaiyat'ının çevresinde dönen içiçe iki öykü... 1072 yılında, Hayyam'ın Semerkant'ında başlayan ve 1912'de Atlantik'te bit(mey)en bir serüven... Bir elyazmasının yazılışının ve yüzlerce yıl sonra okunurken onun ve İran'ın tarihinin de okunuşunun öyküsü/tarihi...","Çevirmen:
 Ali Berktay


Yayın Tarihi:
23.09.2021


ISBN:
9789750810039


Dil:
TÜRKÇE


Sayfa Sayısı:
318


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
13.5 x 21 cm",5,3.362,"




                    Okuyacağım                


                    2.820                






                    Okuyorum                


                    318                






                    Okudum                


                    7.769                


",73.504," 32,58"
Çavdar Tarlasında Çocuklar,J. D. Salinger,YAPI KREDİ YAYINLARI,"NewYork'lu bir burjuva ailesinin oğlu Holden Caulfield'in ""büyümeye dair"" keyifli ve hüzünlü öyküsü. Salinger'in en iyi eserlerinden biri. Türkçeye daha önce Gönülçelen adıyla çevrilen roman, bu kez İngilizce aslından Coşkun Yerli tarafından çevrildi.","Çevirmen:
 Coşkun Yerli


Yayın Tarihi:
20.08.2019


ISBN:
9789753636360


Dil:
TÜRKÇE


Sayfa Sayısı:
198


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
3. Hm. Kağıt


Boyut:
13.5 x 21 cm",4,2.495,"




                    Okuyacağım                


                    2.989                






                    Okuyorum                


                    282                






                    Okudum                


                    7.322                


",70.743," 22,67"
İnce Memed 1,Yaşar Kemal,YAPI KREDİ YAYINLARI,"Otuz iki yıllık bir zaman diliminde yazılan İnce Memed dörtlüsü, düzene başkaldıran Memed'in ve insan ilişkileri, doğası ve renkleriyle Çukurova'nın öyküsüdür. Yaşar Kemal'in söyleyişiyle ""içinde başkaldırma kurduyla doğmuş"" bir insanın, ""mecbur adam""ın romanı.Abdi Ağa'nın zulmüyle köyünü terk etmek zorunda kalan Memed, Ağa'nın yeğeniyle evlendirilmek üzere olan Hatçe'yi kaçırır. Abdi Ağa'yı yaralayan, yeğenini de öldüren Memed eşkiya Deli Durdu'ya katılır, ancak kıyıcılığına katlanmadığı Deli Durdu'dan iki arkadaşıyla birlikte ayrılır. Memed, sıradan bir köy çocuğuyken, zulmedenler için eşkiyaya, köylüler içinse bir kurtarıcıya dönüşür.","Yayın Tarihi:
27.12.2021


ISBN:
9789750807145


Dil:
TÜRKÇE


Sayfa Sayısı:
436


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
13.5 x 21 cm",5,2.157,"




                    Okuyacağım                


                    2.551                






                    Okuyorum                


                    302                






                    Okudum                


                    4.875                


",55.268," 60,09"
Bir İdam Mahkumunun Son Günü,Victor Hugo,KAPRA YAYINCILIK,"Bir İdam Mahkûmunun Son Günü, hayatının beş yılını darbeyle başa gelen Louis Bonaparte’a karşı çıktığı için sürgünde geçiren Victor Hugo’nun başkaldırı güncesi olarak okunabilir. Modern edebiyatın ilk monoloğu sayılan romanda Hugo, idam cezasının trajikomik yanını da gözler önüne seriyor. İdama mahkûm bir adamın altı haftaya yayılan güncesini okurken asıl suçlunun kim olduğuna karar veremeyeceksiniz. Cinayeti işleyen katil mi, idamı bir şölen gibi izlemek için can atan toplum mu?“Giyotin en acısız ölüm şekliymiş. Oysa bedensel acı, ruhsal acının yanında hiç kalır. Belki günü geldiğinde, zavallı bir insanın bu son sözleri, payına düşeni yapacaktır.”Hugo’nun en meşhur kitaplarından Le Dernier Jour D’un Condamne Fransızca aslından Türkçeye çevrildi ","Çevirmen:
 Tuğba Narin


Yayın Tarihi:
28.11.2020


ISBN:
9786257751223


Dil:
TÜRKÇE


Sayfa Sayısı:
128


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
12.5 x 19.5 cm",5,122,"




                    Okuyacağım                


                    405                






                    Okuyorum                


                    47                






                    Okudum                


                    527                


",12.801," 7,90"
Beyaz Gemi,Cengiz Aytmatov,KETEBE YAYINEVİ,"Cengiz Aytmatov’dan geçmişle geleceğin, hafızayla hayal gücünün, ayrılık ve kavuşmanın ustaca bir araya getirildiği, beyaz perdeye de uyarlanmış unutulmaz bir eser!Engin ve korkutucu bir ormanın kıyısında, iyi yürekli dedesinin himayesine terk edilmiş küçük bir çocuk; balık olmayı, Isık-Göl’ün sularında ağır ağır yüzen beyaz gemiye ulaşmayı düşler. Gemide babası ve tamamlanmış bir hayat onu bekliyordur. Dedesi Hamarat Momun ise yalnız torununa ormanın ve kimsesiz çocukların koruyucusu Boynuzlu Geyik Ana’nın masalını anlatır sabırla. Elbet ormanın kalbinden çıkıp gelecektir Boynuzlu Geyik Ana. İnsanın acımasız tabiatını tüm gerçekliği ile gözler önüne sererek.Beyaz Gemi; yalnızlık, kökler, düşler, dünler ve yarınlar üzerine çarpıcı bir hikâye…","Çevirmen:
 Mehmet Özgül


Yayın Tarihi:
02.06.2021


ISBN:
9786257303880


Dil:
TÜRKÇE


Sayfa Sayısı:
180


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
13.5 x 21 cm",5,90,"




                    Okuyacağım                


                    259                






                    Okuyorum                


                    20                






                    Okudum                


                    410                


",8.196," 20,84"
Fahrenheit 451,Ray Bradbury,İTHAKİ YAYINLARI,"“Yazılmış en iyi bilimkurgu romanı. İlk okuduğumda, yarattığı dünyayla kâbuslar görmeme sebep olmuştu.” -Margaret Atwood “Öyle bir eser ki, hakkında ne söylesem eksik kalır.” -Neil Gaiman Hugo En İyi Roman ÖdülüPrometheus Şeref Kürsüsü Ödülü Ray Bradbury sadece bilimkurgunun değil fantastik edebiyatın ve korkunun da yirminci yüzyıldaki ustalarından biri. Bilimkurgunun “iyi edebiyat” da olabileceğini kanıtlayan belki de ilk yazar. Yayımlandığı anda klasikleşen, distopya edebiyatının dört temel kitabından biri olan Fahrenheit 451 ise bir yirminci yüzyıl başyapıtı. Guy Montag bir itfaiyeciydi. Televizyonun hüküm sürdüğü bu dünyada kitaplar ise yok olmak üzereydi zira itfaiyeciler yangın söndürmek yerine ortalığı ateşe veriyordu. Montag’ın işi ise yasadışı olanların en tehlikelisini yakmaktı: Kitapları. Montag yaptığı işi tek bir gün dahi sorgulamamıştı ve tüm gününü televizyonla kaplı odalarda geçiren eşi Mildred’la beraber yaşıyordu. Ancak yeni komşusu Clarisse’le tanışmasıyla tüm hayatı değişti. Kitapların değerini kavramaya başlayan Montag artık tüm bildiklerini sorgulayacaktı. İnsanların uğruna canlarını feda etmeyi göze aldığı bu kitapların içinde ne vardı? Gerçeklerin farkına vardıktan sonra bu karanlık toplumda artık yaşanabilir miydi? Fahrenheit 451, yeryüzünde tek bir kitap kalacak olsa, o kitap olmaya aday. “Mutlu olmamız için gerekli her şeye sahibiz, ama mutlu değiliz. Bir şey eksik. Etrafa bakındım. Ortadan kaybolduğunu kesinlikle bildiğim tek şey, on-on iki yıldır yaktığım kitaplardı.”","Çevirmen:
 Dost Körpe


Yayın Tarihi:
20.08.2021


ISBN:
9786053757818


Dil:
TÜRKÇE


Sayfa Sayısı:
208


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
13.5 x 21 cm",4,4.997,"




                    Okuyacağım                


                    5.304                






                    Okuyorum                


                    663                






                    Okudum                


                    11.443                


",148.127," 35,15"
İçimizdeki Şeytan,Sabahattin Ali,YAPI KREDİ YAYINLARI,"""İsteyip istemediğimi doğru dürüst bilmediğim, fakat neticesi aleyhime çıkarsa istemediğimi iddia ettiğim bu nevi söz ve fiillerimin daimi bir mesulünü bulmuştum: Buna içimdeki şeytan diyordum, müdafaasını üzerime almaktan korktuğum bütün hareketlerimi ona yüklüyor ve kendi suratıma tüküreceğim yerde, haksızlığa, tesadüfün cilvesine uğramış bir mazlum gibi nefsimi şefkat ve ihtimama layık görüyordum. Halbuki ne şeytanı azizim, ne şeytanı? Bu bizim gururumuzun, salaklığımızın uydurması... İçimizdeki şeytan pek de kurnazca olmayan bir kaçamak yolu... İçimizdeki şeytan yok... İçimizdeki aciz var... Tembellik var... İradesizlik, bilgisizlik ve bunların hepsinden daha korkunç bir şey: hakikatleri görmekten kaçmak itiyadı var..."" Bu romanında, toplumsal gündemin kişilikler üzerindeki baskısını ve güçsüz insanın ""kapana kısılmışlığını"" gösteriyor Sabahattin Ali. Aydın geçinenlerin karanlığına, ""insanın içindeki şeytan""a keskin bir bakış.","Yayın Tarihi:
09.07.2019


ISBN:
9789753638036


Dil:
TÜRKÇE


Sayfa Sayısı:
267


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
14 x 21 cm",5,5.057,"




                    Okuyacağım                


                    5.299                






                    Okuyorum                


                    760                






                    Okudum                


                    14.983                


",143.643," 13,51"
On Kişiydiler (On Küçük Zenci),Agatha Christie,ALTIN KİTAPLAR,"Yıl 1939. Avrupa savaşın eşiğindedir. Her biri ürkütücü sırlar taşıyan on kişi, Devon kıyısında bulunan Asker Adası’ndaki ıssız bir malikâneye davet edilirler. Ancak malikâneye giden grubu bir sürpriz beklemektedir, zira ev sahibi Bay ve Bayan Owen ortalarda yoktur. Geçmişlerindeki karanlık sırlardan başka hiçbir şeyleri olmayan bu insanlar adada mahsur kalmışlardır. Konuklar bir süre sonra gizledikleri sırları birbirlerine anlatmaya ve teker teker ölmeye başlarlar.","Çevirmen:
 Çiğdem Öztekin


Yayın Tarihi:
24.09.2021


Orijinal Adı:
And Then There None


ISBN:
9789752126169


Dil:
TÜRKÇE


Sayfa Sayısı:
224


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
13.5 x 19.5 cm",5,140,"




                    Okuyacağım                


                    281                






                    Okuyorum                


                    30                






                    Okudum                


                    424                


",6.715," 39,14"
Zeytindağı,Falih Rıfkı Atay,POZİTİF YAYINLARI,"   Zeytindağı, insanın kanını donduran tarihi bir süreci, “bir imparatorluğun çöküşünü” o zamana göre en duru Türkçe ile karşımıza getiriyor. Kitapta Mehmetçik’in Yemen’de, Aden’de, Kanal’da, Gazze’de, Arap çöllerinde nasıl kırıldığını, yenilgiden sonra bir vagon dolusu “mecidiye altınını” bile nasıl bıraktığımızı hayretler içerisinde okuyacaksınız.    Cemal Paşa’nın emir subayı olarak, o günlerde en yakınında olan Falih Rıfkı, Zeytindağı kitabıyla tarihimize bir ibret belgesi bırakırken, her biri bir destan olabilecek, askerlerin günlükleri ve âdeta kumar masasında kaybedilen Ahmetlerin, Mehmetlerin hikâyeleri tüylerinizi ürpertecek.                                                 •••     “Falih Rıfkı, Ortadoğu’nun kan ve barutunu gördü; Bahriye Nazırı ve Suriye-Filistin Umum Kumandanı Cemal Paşa’nın özel kalem subayıydı. Kendinden emin bir üslûpla bu dönemi ve yaşadıklarını “Zeytindağı”nda anlatır. İmparatorluğun yıkılışını kaleme aldığı, herkesin defalarca okuduğu          Zeytindağı bu dönemin ve bu coğrafyadaki gözlemlerinin eseridir. Kitap, dönemin bir muhasebesiydi. Falih Rıfkı Atay’ın sürükleyici, zengin muhtevalı, zıt görünüm ve olaylara dayanarak tezlerini savunan bir üslûbu vardır.   Onu her zaman yaşatacak ve sevdirecek olan kitaplarının en birincisi “Zeytindağı”dır. Bu kitapta bir imparatorluğu, bir güneşin trajik batışını, keskin gözlemleri, realist ama hüzünlü bakışıyla anlatır.”                                                                                                                       Prof. Dr. İlber Ortaylı     “Bu kitabı okumak âdeta bir borçtur ve bir vazifedir.”                                                                                                                       Behçet Kemal Çağlar     “Falih Rıfkı’nın son eseri Zeytindağı, Cumhuriyet devri edebiyatının en büyük hadiselerinden birini teşkil etti. Falih Rıfkı’nın bize hatırlattığı devir, Türk milletinin geçirdiği ve geçirebileceği felaket devirlerinin en facialısı, en dehşetlisi ve ruha en çok bezginlik verenidir. Eğer, muharririn keskin ve yüksek zekâsı bu devir üstüne berrak bir aydınlık gibi aksetmemiş olsaydı, biz ona doğru başımızı çevirip tekrar bakmak arzu ve cesaretini kendimizde bulamayacaktık.”                                                                                                                 Yakup Kadri Karaosmanoğlu     “Zeytindağı’nı seve seve okudum. Zaten başladıktan sonra bırakmak kabil değil. Bence bu yeni kitabında Falih Rıfkı’nın üslubu, öbür kitaplarından daha göz kamaştırıcıdır ve zannedersem en güzel hâline vasıl olmuştur. Zeytindağı, bugünkü Türkçe ile ne kadar kuvvetli anlatım yapılabileceğine sağlam bir delildir.”                                                                                                                                       Nurullah Ataç","Yayın Tarihi:
01.09.2013


ISBN:
9789756461075


Dil:
TÜRKÇE


Sayfa Sayısı:
176


Cilt Tipi:
Karton Kapak


Kağıt Cinsi:
Kitap Kağıdı


Boyut:
13.5 x 21 cm",4,1.218,"




                    Okuyacağım                


                    1.588                






                    Okuyorum                


                    163                






                    Okudum                


                    2.538                


",39.880," 33,00"
